rank_abs_lr_coef,gene_id,gene_id_base,gene_name,lr_coef,abs_lr_coef,direction_if_high,scaler_mean,scaler_scale
979,ENSG00000123473.16,ENSG00000123473,,0.02405626765831375,0.02405626765831375,tumor,2.037949927203874,1.1794548636854731
980,ENSG00000174529.7,ENSG00000174529,,0.024039568605732035,0.024039568605732035,tumor,2.544422686475386,0.6676213487271665
981,ENSG00000070778.13,ENSG00000070778,,-0.024034598720692645,0.024034598720692645,normal,3.4051690280018687,1.0892293017312284
982,ENSG00000177432.8,ENSG00000177432,,-0.02402256182309506,0.02402256182309506,normal,3.3524856327530252,1.1720689401071445
983,ENSG00000143977.14,ENSG00000143977,,-0.02401170227422128,0.02401170227422128,normal,5.84395354308852,0.7674944240671896
984,ENSG00000276043.5,ENSG00000276043,,-0.02400799052822741,0.02400799052822741,normal,2.264806285551466,1.5538333300176015
985,ENSG00000114767.7,ENSG00000114767,,-0.023992454906091802,0.023992454906091802,normal,5.328419993489271,0.8457689348424274
986,ENSG00000144381.18,ENSG00000144381,,-0.023985902727032618,0.023985902727032618,normal,6.949646051884223,0.8382961373460583
987,ENSG00000204922.5,ENSG00000204922,,0.023980283552438357,0.023980283552438357,tumor,3.0851318088254076,0.8032995477384515
988,ENSG00000085840.13,ENSG00000085840,,-0.02388528658395284,0.02388528658395284,normal,2.1215070857319382,1.3570219918061222
989,ENSG00000116678.20,ENSG00000116678,,-0.023873894341702683,0.023873894341702683,normal,2.611044147438035,1.3963753637292802
990,ENSG00000086717.18,ENSG00000086717,,-0.023871676829954305,0.023871676829954305,normal,0.6278056020795316,0.7299954175148861
991,ENSG00000171960.12,ENSG00000171960,,-0.023835318190423505,0.023835318190423505,normal,3.23093427762848,0.761720282486234
992,ENSG00000278259.4,ENSG00000278259,,0.023790108889782596,0.023790108889782596,tumor,2.9882078979161575,0.856525682296973
993,ENSG00000166851.15,ENSG00000166851,,-0.02375894992026527,0.02375894992026527,normal,2.6872642543311214,1.7902674681874542
994,ENSG00000142444.7,ENSG00000142444,,0.02374930873768605,0.02374930873768605,tumor,4.564473678395815,0.571312807673241
995,ENSG00000103326.12,ENSG00000103326,,-0.02371438344851235,0.02371438344851235,normal,3.9503820969891317,0.8943775670868531
996,ENSG00000140285.12,ENSG00000140285,,0.023697535801075677,0.023697535801075677,tumor,2.09777084543093,1.4923316688751431
997,ENSG00000049541.11,ENSG00000049541,,0.023683914903037298,0.023683914903037298,tumor,5.187848806522391,0.8020982375255568
998,ENSG00000198844.12,ENSG00000198844,,0.023667142898012514,0.023667142898012514,tumor,2.940259117986029,1.2643670430694893
999,ENSG00000116016.14,ENSG00000116016,,0.023649331431757237,0.023649331431757237,tumor,6.781036830042362,1.4004102469286293
1000,ENSG00000150764.14,ENSG00000150764,,-0.023645327061479565,0.023645327061479565,normal,3.367885873204933,1.299616298270769
1001,ENSG00000101605.13,ENSG00000101605,,-0.023615377638371553,0.023615377638371553,normal,1.8728059661278569,1.3672233013770665
1002,ENSG00000185298.13,ENSG00000185298,,0.02361194190240445,0.02361194190240445,tumor,4.8783210591505854,0.8570714270012307
1003,ENSG00000166086.13,ENSG00000166086,,0.023582082759823614,0.023582082759823614,tumor,2.669629204805475,1.370639739385401
1004,ENSG00000141741.12,ENSG00000141741,,-0.023579431754730627,0.023579431754730627,normal,5.504016002768612,0.8786005455264871
1005,ENSG00000107833.10,ENSG00000107833,,-0.023554876932713045,0.023554876932713045,normal,5.6490242536043125,1.1788421623718148
1006,ENSG00000120915.14,ENSG00000120915,,-0.023546934907998213,0.023546934907998213,normal,4.872432173505015,1.4383270515802684
1007,ENSG00000102271.14,ENSG00000102271,,-0.023543127571144157,0.023543127571144157,normal,0.776242496235069,0.8087331860110568
1008,ENSG00000122729.19,ENSG00000122729,,-0.02353161364149945,0.02353161364149945,normal,4.913083992605003,0.934375710639836
1009,ENSG00000111077.18,ENSG00000111077,,0.023408495648029454,0.023408495648029454,tumor,4.981666752609664,1.2366369417099323
1010,ENSG00000206538.9,ENSG00000206538,,0.023405908808848647,0.023405908808848647,tumor,1.8193164963249944,1.4075951004829943
1011,ENSG00000132017.10,ENSG00000132017,,-0.023390208083846807,0.023390208083846807,normal,4.704310122735987,0.7683347303756631
1012,ENSG00000115602.17,ENSG00000115602,,0.023373536588828236,0.023373536588828236,tumor,1.4400186800165051,1.5982524344486222
1013,ENSG00000131876.17,ENSG00000131876,,-0.023293805374530803,0.023293805374530803,normal,4.341770873196921,0.7770160036057397
1014,ENSG00000214160.10,ENSG00000214160,ALG3,0.02328886546722121,0.02328886546722121,tumor,5.366429134879373,0.9080969259849244
1015,ENSG00000158773.14,ENSG00000158773,,-0.023168429177390364,0.023168429177390364,normal,5.878307730616511,0.6998079181506597
1016,ENSG00000183684.8,ENSG00000183684,,-0.023154354197647962,0.023154354197647962,normal,6.337345728318067,0.9733017068039829
1017,ENSG00000127083.7,ENSG00000127083,,0.023100023116690432,0.023100023116690432,tumor,2.1251429754050153,1.7065186875341845
1018,ENSG00000164941.14,ENSG00000164941,,0.023069728577442335,0.023069728577442335,tumor,3.5758069580439593,0.9102642734085701
1019,ENSG00000163637.13,ENSG00000163637,,-0.02292868064963372,0.02292868064963372,normal,2.032828140932914,1.0371427080098996
1020,ENSG00000129195.16,ENSG00000129195,,-0.022924434597108006,0.022924434597108006,normal,1.9536226903933476,1.4697672685579126
1021,ENSG00000132182.12,ENSG00000132182,,0.02290170407456593,0.02290170407456593,tumor,4.399441474194841,1.2666870281094769
1022,ENSG00000174944.9,ENSG00000174944,,-0.022879665595461302,0.022879665595461302,normal,1.7596795952239463,1.1873502915110494
1023,ENSG00000099901.17,ENSG00000099901,,-0.022846314908502075,0.022846314908502075,normal,5.125019650723328,0.8222613227748329
1024,ENSG00000163689.20,ENSG00000163689,,0.022792304594003616,0.022792304594003616,tumor,0.8763302873916051,0.7334056208318479
1025,ENSG00000108344.15,ENSG00000108344,,0.02278783135053754,0.02278783135053754,tumor,6.290668367562867,0.7915178700293143
1026,ENSG00000118515.11,ENSG00000118515,,-0.02273269465825798,0.02273269465825798,normal,4.890782680818098,1.4479552890030876
1027,ENSG00000033011.13,ENSG00000033011,,0.022692327463791843,0.022692327463791843,tumor,3.5092890645139705,0.6483829073930015
1028,ENSG00000037897.17,ENSG00000037897,,-0.022681084364695955,0.022681084364695955,normal,4.351185851483944,0.7637423208072677
1029,ENSG00000130725.8,ENSG00000130725,,0.022673998792104258,0.022673998792104258,tumor,6.705417844850772,0.6244274393952167
1030,ENSG00000101199.13,ENSG00000101199,,-0.022626694332679286,0.022626694332679286,normal,5.121340727111762,0.7823104817897989
1031,ENSG00000138160.7,ENSG00000138160,,-0.022622766497994006,0.022622766497994006,normal,3.0828985569157124,1.525838595618381
1032,ENSG00000133392.18,ENSG00000133392,,-0.02261931666208001,0.02261931666208001,normal,4.275214600692771,2.757162117292882
1033,ENSG00000186222.5,ENSG00000186222,,0.022559438653559062,0.022559438653559062,tumor,4.80752589600185,0.6601192252549093
1034,ENSG00000101695.9,ENSG00000101695,,-0.022544872464358746,0.022544872464358746,normal,2.3722922344299855,0.9891049083636787
1035,ENSG00000159377.11,ENSG00000159377,,-0.022531239249119348,0.022531239249119348,normal,8.126132556881045,0.6764700296336219
1036,ENSG00000125898.13,ENSG00000125898,,-0.022498001387150038,0.022498001387150038,normal,4.194845528651472,1.2141160466133407
1037,ENSG00000136950.13,ENSG00000136950,,0.022494739339224107,0.022494739339224107,tumor,5.1832513325538425,0.718549802005643
1038,ENSG00000124635.9,ENSG00000124635,,-0.022473237935332117,0.022473237935332117,normal,2.190797345890733,1.373615207899925
1039,ENSG00000169627.9,ENSG00000169627,,0.022424149143856213,0.022424149143856213,tumor,0.9437379141010322,0.5731532765597491
1040,ENSG00000105821.15,ENSG00000105821,,0.022366447829264682,0.022366447829264682,tumor,3.538354579008606,0.7414391935207927
1041,ENSG00000187479.8,ENSG00000187479,,0.022342502778074078,0.022342502778074078,tumor,4.381390388138519,1.7009102940883352
1042,ENSG00000087087.20,ENSG00000087087,,-0.022317902077522996,0.022317902077522996,normal,5.890006742262562,0.7426017519633415
1043,ENSG00000153234.15,ENSG00000153234,,-0.022305185526423157,0.022305185526423157,normal,3.855754673009138,1.5760548536511847
1044,ENSG00000180481.11,ENSG00000180481,,0.022291142196800083,0.022291142196800083,tumor,0.9878829903248224,0.7314390352913704
1045,ENSG00000143228.13,ENSG00000143228,,-0.022237507824597397,0.022237507824597397,normal,2.238687998232639,1.6188983012127527
1046,ENSG00000235173.7,ENSG00000235173,,0.022188994099643637,0.022188994099643637,tumor,5.051914519264727,0.8395810496952117
1047,ENSG00000187531.14,ENSG00000187531,,-0.02218261678436883,0.02218261678436883,normal,3.5049963965296627,0.7987118520549022
1048,ENSG00000185842.15,ENSG00000185842,,0.02214224455629197,0.02214224455629197,tumor,0.9507584621319815,0.6137221561169814
1049,ENSG00000197928.10,ENSG00000197928,,-0.022140675977620417,0.022140675977620417,normal,1.6429665053614073,1.0398271070074283
1050,ENSG00000109819.9,ENSG00000109819,,-0.022128835203041097,0.022128835203041097,normal,2.2264919239229095,1.7655678714126248
1051,ENSG00000159259.8,ENSG00000159259,,-0.022118925280519015,0.022118925280519015,normal,2.5720375506769835,1.066689388913913
1052,ENSG00000079308.19,ENSG00000079308,,0.02210193180031269,0.02210193180031269,tumor,5.50984980711421,1.7421420924523625
1053,ENSG00000133265.11,ENSG00000133265,,-0.022098234890558958,0.022098234890558958,normal,5.885285546751978,0.7780125416920819
1054,ENSG00000100297.16,ENSG00000100297,,-0.02195478175013928,0.02195478175013928,normal,4.415978228910885,0.9678252461082412
1055,ENSG00000145247.12,ENSG00000145247,,0.021940388652076714,0.021940388652076714,tumor,6.0826370470625,1.0845099634697237
1056,ENSG00000143793.13,ENSG00000143793,,-0.02193535604476613,0.02193535604476613,normal,3.691567026701393,0.7945948998036249
1057,ENSG00000163827.13,ENSG00000163827,,-0.021911228617718208,0.021911228617718208,normal,1.5330833392702858,1.4519133659022374
1058,ENSG00000117877.11,ENSG00000117877,,0.021867485904170605,0.021867485904170605,tumor,2.0910066945559325,0.7568592958553039
1059,ENSG00000067840.12,ENSG00000067840,,-0.021827719158142297,0.021827719158142297,normal,1.86899446015519,1.2160832030426723
1060,ENSG00000099800.8,ENSG00000099800,,-0.02178354507629756,0.02178354507629756,normal,6.445836189832063,0.7799689656100519
1061,ENSG00000102543.14,ENSG00000102543,,-0.02177043866239614,0.02177043866239614,normal,3.001731575316456,0.7073925998335971
1062,ENSG00000183155.5,ENSG00000183155,,-0.021679197769416583,0.021679197769416583,normal,4.0320679078407045,0.7004639633663533
1063,ENSG00000065911.13,ENSG00000065911,,0.021586351797381203,0.021586351797381203,tumor,3.0971126982792185,1.3427623214943567
1064,ENSG00000104524.14,ENSG00000104524,,0.021506980472088766,0.021506980472088766,tumor,3.9887415441609093,0.9430975092600902
1065,ENSG00000105486.14,ENSG00000105486,,-0.02149214557083931,0.02149214557083931,normal,3.620016114301941,0.9411481341273263
1066,ENSG00000116194.13,ENSG00000116194,ANGPTL1,-0.021424197144272572,0.021424197144272572,normal,2.4765681666078767,1.8165217415284116
1067,ENSG00000104332.12,ENSG00000104332,,0.02137369250329553,0.02137369250329553,tumor,3.7265450735183236,2.882035780835172
1068,ENSG00000185686.18,ENSG00000185686,,0.021330812468831954,0.021330812468831954,tumor,1.6522380914014878,2.309575669217078
1069,ENSG00000139343.10,ENSG00000139343,,-0.021328190833205297,0.021328190833205297,normal,5.180860857605635,0.8114258181878093
1070,ENSG00000134138.20,ENSG00000134138,,-0.02132472524614251,0.02132472524614251,normal,2.258172910476396,1.1604351972012965
1071,ENSG00000126001.16,ENSG00000126001,,0.021273215218300386,0.021273215218300386,tumor,3.0398385891320907,0.823844745981016
1072,ENSG00000275700.5,ENSG00000275700,,0.021247554575705384,0.021247554575705384,tumor,5.202121013460727,0.7106379528840979
1073,ENSG00000166960.16,ENSG00000166960,,-0.021130508608725677,0.021130508608725677,normal,0.5664636197769376,0.7110216383993149
1074,ENSG00000175305.17,ENSG00000175305,,0.02112901540429251,0.02112901540429251,tumor,1.2707991894192863,0.8736466074726028
1075,ENSG00000172172.8,ENSG00000172172,,0.021111706882923263,0.021111706882923263,tumor,4.575691182059279,0.7543713838396252
1076,ENSG00000186193.9,ENSG00000186193,,-0.021088686235661788,0.021088686235661788,normal,2.5354541414070453,1.707950580043955
1077,ENSG00000106153.13,ENSG00000106153,,-0.021063689124512116,0.021063689124512116,normal,9.099429192172835,0.6667562147051526
1078,ENSG00000176619.13,ENSG00000176619,,-0.021053992735103538,0.021053992735103538,normal,5.085231908056076,1.2154372082511127
1079,ENSG00000116117.18,ENSG00000116117,,0.02095523928153581,0.02095523928153581,tumor,2.7328507306332,1.0211919764159665
1080,ENSG00000051180.17,ENSG00000051180,,-0.020870207479679683,0.020870207479679683,normal,2.3140168315702225,1.3576490701919823
1081,ENSG00000117758.14,ENSG00000117758,,-0.020815032464423767,0.020815032464423767,normal,5.683286079894358,0.9508887785460425
1082,ENSG00000122042.10,ENSG00000122042,,-0.02080295801962528,0.02080295801962528,normal,5.651412558283571,0.9906366185606903
1083,ENSG00000160949.17,ENSG00000160949,,0.02079687249430849,0.02079687249430849,tumor,2.7744822456570515,1.133872008378168
1084,ENSG00000254986.7,ENSG00000254986,,0.02079007278701235,0.02079007278701235,tumor,5.014754545847349,0.8858737684626504
1085,ENSG00000168216.13,ENSG00000168216,,0.02077772647534995,0.02077772647534995,tumor,4.329640571367614,0.8883141968929142
1086,ENSG00000119138.4,ENSG00000119138,,0.020752894652206567,0.020752894652206567,tumor,5.352713668622042,1.3632918234321938
1087,ENSG00000154839.10,ENSG00000154839,,-0.020729182208592923,0.020729182208592923,normal,1.977777061028286,1.453122927600791
1088,ENSG00000049249.9,ENSG00000049249,,0.020725892064588143,0.020725892064588143,tumor,1.0448661791187455,0.9381281430517233
1089,ENSG00000132514.14,ENSG00000132514,,0.020672034166327628,0.020672034166327628,tumor,2.4948906474732233,1.342100955667204
1090,ENSG00000157778.9,ENSG00000157778,,-0.020606427094280858,0.020606427094280858,normal,5.294298858155923,0.8890302611737466
1091,ENSG00000109805.10,ENSG00000109805,,-0.02058840197962813,0.02058840197962813,normal,2.1011091330994374,1.490425874319019
1092,ENSG00000169696.16,ENSG00000169696,,0.020584348096111083,0.020584348096111083,tumor,3.191514457704913,0.7777714116788353
1093,ENSG00000172590.18,ENSG00000172590,,0.02052652327670693,0.02052652327670693,tumor,5.0394145132905,0.6320456040194384
1094,ENSG00000171132.14,ENSG00000171132,,-0.020447533776061587,0.020447533776061587,normal,2.4613808611248085,0.9122228686074301
1095,ENSG00000122515.15,ENSG00000122515,,0.02042956882729568,0.02042956882729568,tumor,5.535116057531911,0.8813603853302445
1096,ENSG00000143621.17,ENSG00000143621,,-0.020409092805867276,0.020409092805867276,normal,7.7261947806145495,0.900171969829611
1097,ENSG00000176208.9,ENSG00000176208,,-0.02040788302039062,0.02040788302039062,normal,1.6157583477323032,0.8717303538075185
1098,ENSG00000112984.12,ENSG00000112984,,-0.020391461574663216,0.020391461574663216,normal,2.8156748297889513,1.757101432710589
1099,ENSG00000131370.16,ENSG00000131370,,-0.02037308668650219,0.02037308668650219,normal,2.472235018893656,1.1246975740808698
1100,ENSG00000105865.11,ENSG00000105865,,0.020361915275081126,0.020361915275081126,tumor,1.665325684678419,0.5194201301794734
1101,ENSG00000188976.11,ENSG00000188976,,-0.020310471816834083,0.020310471816834083,normal,5.3444023040359925,0.78533750284979
1102,ENSG00000196616.14,ENSG00000196616,,-0.020297678015485963,0.020297678015485963,normal,3.012580547126965,2.906890620661178
1103,ENSG00000153823.19,ENSG00000153823,,-0.020274183717985075,0.020274183717985075,normal,3.1843398546688655,1.6654252894422663
1104,ENSG00000171503.12,ENSG00000171503,,-0.02025722164238569,0.02025722164238569,normal,4.182229245329023,0.8508597051316199
1105,ENSG00000183207.14,ENSG00000183207,,-0.020254624780995968,0.020254624780995968,normal,6.144123665363644,0.7582871183954475
1106,ENSG00000163463.13,ENSG00000163463,,0.020253360646819915,0.020253360646819915,tumor,1.4032921656907507,0.794893761016548
1107,ENSG00000109255.11,ENSG00000109255,,0.02020088786047799,0.02020088786047799,tumor,2.0025802622529003,2.0728732296164916
1108,ENSG00000157654.19,ENSG00000157654,,0.020197000736339517,0.020197000736339517,tumor,3.9982166522696954,1.3135639965980068
1109,ENSG00000167074.15,ENSG00000167074,,-0.02015358539725899,0.02015358539725899,normal,4.635773655335468,1.1353649361387201
1110,ENSG00000172932.16,ENSG00000172932,,-0.020131862996922028,0.020131862996922028,normal,3.9203465180334964,0.9230335407600546
1111,ENSG00000145936.9,ENSG00000145936,,-0.020130609835970526,0.020130609835970526,normal,2.11027465123885,1.6147652581654717
1112,ENSG00000220205.9,ENSG00000220205,,-0.0200865819691125,0.0200865819691125,normal,5.845782822025783,1.0539661635921969
1113,ENSG00000105671.12,ENSG00000105671,,-0.020061500527618063,0.020061500527618063,normal,5.329622066309499,0.7153914152783067
1114,ENSG00000163900.11,ENSG00000163900,,0.02000630416336082,0.02000630416336082,tumor,3.6861667146035058,0.7077349295302583
1115,ENSG00000172987.13,ENSG00000172987,HPSE2,0.01993102319172404,0.01993102319172404,tumor,1.0338962823028923,1.3166380733859848
1116,ENSG00000198523.6,ENSG00000198523,,0.019927657976846543,0.019927657976846543,tumor,2.952212089827199,1.9294513045426283
1117,ENSG00000173208.4,ENSG00000173208,,-0.01990374205772919,0.01990374205772919,normal,0.7218433120619207,0.7997832452833189
1118,ENSG00000139572.4,ENSG00000139572,,0.01988449282583018,0.01988449282583018,tumor,1.1917632412773915,0.9302587398088357
1119,ENSG00000143811.19,ENSG00000143811,,0.019849715121511128,0.019849715121511128,tumor,4.738587016876424,0.7888369820296547
1120,ENSG00000159352.16,ENSG00000159352,,-0.01979431635567813,0.01979431635567813,normal,7.045435694246816,0.7252920061012706
1121,ENSG00000113648.16,ENSG00000113648,,-0.019757718043595957,0.019757718043595957,normal,4.578724477200687,0.7953303800531837
1122,ENSG00000130204.13,ENSG00000130204,,-0.019757597650634354,0.019757597650634354,normal,5.5853822999888,0.8149288514707222
1123,ENSG00000184207.9,ENSG00000184207,,0.019740301415440892,0.019740301415440892,tumor,3.9077464409042046,0.756276155586516
1124,ENSG00000112742.10,ENSG00000112742,,-0.019636585656886384,0.019636585656886384,normal,2.153616215236263,1.5018046111328776
1125,ENSG00000197275.14,ENSG00000197275,,-0.019608316385017158,0.019608316385017158,normal,0.8613809488260192,0.5944425484868103
1126,ENSG00000198865.10,ENSG00000198865,,0.019605474725643016,0.019605474725643016,tumor,1.0427039453116715,0.6571828049876964
1127,ENSG00000116005.12,ENSG00000116005,,0.019587407719204128,0.019587407719204128,tumor,6.2045591086401295,0.9665854088720636
1128,ENSG00000120509.11,ENSG00000120509,,-0.01957780939513284,0.01957780939513284,normal,6.314603214016599,0.6428384865432016
1129,ENSG00000102125.16,ENSG00000102125,,0.019570572366964963,0.019570572366964963,tumor,3.4750413810352194,0.6715987524939323
1130,ENSG00000174099.12,ENSG00000174099,,0.019480267265016945,0.019480267265016945,tumor,3.5808821471955574,1.6440659576849388
1131,ENSG00000166508.18,ENSG00000166508,,0.01944946604578827,0.01944946604578827,tumor,5.974606066171733,1.128955317931832
1132,ENSG00000059573.9,ENSG00000059573,,0.019412217258962396,0.019412217258962396,tumor,6.205400605538819,0.9417613088900489
1133,ENSG00000196611.5,ENSG00000196611,,0.019407160391689385,0.019407160391689385,tumor,2.935942523024074,2.8978766058966996
1134,ENSG00000159055.4,ENSG00000159055,,0.019396442155230002,0.019396442155230002,tumor,4.215421051582455,0.9497975151321024
1135,ENSG00000037474.15,ENSG00000037474,,0.01939078313011309,0.01939078313011309,tumor,5.055443048055903,0.7645205362637648
1136,ENSG00000138678.11,ENSG00000138678,,0.019293325565310538,0.019293325565310538,tumor,3.204285333593198,1.6564056652025962
1137,ENSG00000177595.18,ENSG00000177595,,0.019283270621302147,0.019283270621302147,tumor,3.1116706138209547,0.8359190586509113
1138,ENSG00000099204.20,ENSG00000099204,,-0.019274694341751306,0.019274694341751306,normal,5.54611614159725,1.2629843905879974
1139,ENSG00000118894.15,ENSG00000118894,,-0.01925835913728878,0.01925835913728878,normal,2.808164959194332,0.6240837229674339
1140,ENSG00000265972.6,ENSG00000265972,,0.01921377951472286,0.01921377951472286,tumor,8.91721541336957,1.4456372338991745
1141,ENSG00000164611.13,ENSG00000164611,,-0.01914415805028881,0.01914415805028881,normal,4.183996128811264,1.868442921834401
1142,ENSG00000029993.15,ENSG00000029993,,0.019115741568871063,0.019115741568871063,tumor,4.9603451334897795,1.392749586061689
1143,ENSG00000160207.9,ENSG00000160207,,0.019109186234625698,0.019109186234625698,tumor,0.9573120821219635,0.6179629857695248
1144,ENSG00000142185.16,ENSG00000142185,,-0.019098882815711374,0.019098882815711374,normal,2.2888335848153716,1.1906912711630842
1145,ENSG00000115380.20,ENSG00000115380,,0.019088794662327827,0.019088794662327827,tumor,5.516578625675365,2.0021819426444534
1146,ENSG00000183763.9,ENSG00000183763,,0.019074306390030882,0.019074306390030882,tumor,2.1839294956319883,0.9674312211382323
1147,ENSG00000156697.13,ENSG00000156697,,-0.0190164755191068,0.0190164755191068,normal,4.035713034330626,0.7452532591255576
1148,ENSG00000172531.16,ENSG00000172531,,-0.01895502422842008,0.01895502422842008,normal,6.6981773654579575,0.711452316002318
1149,ENSG00000113742.14,ENSG00000113742,,-0.018937442134895247,0.018937442134895247,normal,3.9535776704177135,1.0797070903870096
1150,ENSG00000162461.8,ENSG00000162461,,-0.018927029124177718,0.018927029124177718,normal,1.420534129749143,0.9550602312489697
1151,ENSG00000093144.19,ENSG00000093144,,-0.01891143111529697,0.01891143111529697,normal,4.81007149404462,0.8200487470938116
1152,ENSG00000079462.8,ENSG00000079462,,0.018898788391747297,0.018898788391747297,tumor,5.062974950152107,1.4243507785927538
1153,ENSG00000124615.20,ENSG00000124615,,-0.018887587948657667,0.018887587948657667,normal,3.6834588366007055,1.0872146646481737
1154,ENSG00000247077.7,ENSG00000247077,,0.018880880712870113,0.018880880712870113,tumor,5.10835432903925,0.7853240810891986
1155,ENSG00000204136.11,ENSG00000204136,,-0.018867953612358025,0.018867953612358025,normal,2.4216136482060775,1.1712134115215727
1156,ENSG00000113368.12,ENSG00000113368,,-0.01885147290252862,0.01885147290252862,normal,4.310407561257555,1.572999071237327
1157,ENSG00000156831.8,ENSG00000156831,,-0.0188498597669749,0.0188498597669749,normal,4.2265800602115755,0.7083113560550899
1158,ENSG00000171163.16,ENSG00000171163,,-0.0188343939515276,0.0188343939515276,normal,3.9201635046418004,1.1103153204713854
1159,ENSG00000135218.19,ENSG00000135218,,-0.018806154950392156,0.018806154950392156,normal,3.1460137656286093,2.093789835537563
1160,ENSG00000074527.13,ENSG00000074527,,-0.0187846006558327,0.0187846006558327,normal,5.013974887354569,1.8377471964371686
1161,ENSG00000160072.20,ENSG00000160072,,-0.018763937530729087,0.018763937530729087,normal,2.808797507558524,0.9256285069546166
1162,ENSG00000140451.13,ENSG00000140451,,-0.018738065114746377,0.018738065114746377,normal,1.3183217385992596,1.0443985693123021
1163,ENSG00000100567.13,ENSG00000100567,,0.01872061670332731,0.01872061670332731,tumor,6.123850478268696,0.592200601962104
1164,ENSG00000164741.15,ENSG00000164741,,0.01870525348504068,0.01870525348504068,tumor,3.407823548704543,1.4288934372572957
1165,ENSG00000111196.10,ENSG00000111196,,-0.018693472204368972,0.018693472204368972,normal,3.1817801622662554,0.6946425057540405
1166,ENSG00000146374.14,ENSG00000146374,,-0.018673526466679767,0.018673526466679767,normal,1.549073501155284,1.2831063583535494
1167,ENSG00000138658.16,ENSG00000138658,,0.01859321363409626,0.01859321363409626,tumor,1.2030941701602367,0.6398249635264631
1168,ENSG00000174306.21,ENSG00000174306,,-0.01844954847835337,0.01844954847835337,normal,3.5481014998885083,0.9732699309976326
1169,ENSG00000185010.15,ENSG00000185010,,0.018428894789453032,0.018428894789453032,tumor,2.548586814613955,1.2121944226499042
1170,ENSG00000182950.3,ENSG00000182950,,0.018393500981419425,0.018393500981419425,tumor,1.3818891320115658,1.029956739481581
1171,ENSG00000174442.12,ENSG00000174442,,-0.018344367736376467,0.018344367736376467,normal,2.927345622948011,0.9420614934355154
1172,ENSG00000104738.18,ENSG00000104738,,-0.01828761045693588,0.01828761045693588,normal,4.64780375531301,1.3356604056024657
1173,ENSG00000155970.12,ENSG00000155970,,-0.018264342850907216,0.018264342850907216,normal,1.814680952283234,1.0231769545462706
1174,ENSG00000025772.8,ENSG00000025772,,0.018161390096539862,0.018161390096539862,tumor,6.045899796338402,0.8580689469346967
1175,ENSG00000204220.12,ENSG00000204220,,0.018161185516547145,0.018161185516547145,tumor,4.9380831868814345,0.7391839309927408
1176,ENSG00000170271.11,ENSG00000170271,,-0.018111389550158792,0.018111389550158792,normal,3.8073833326104247,1.5525205717601223
1177,ENSG00000185803.12,ENSG00000185803,,-0.018090795205757567,0.018090795205757567,normal,4.991439684582228,1.1048432812930318
1178,ENSG00000130810.20,ENSG00000130810,,-0.018056169049927837,0.018056169049927837,normal,2.054842477395225,0.6294821072843005
1179,ENSG00000159433.12,ENSG00000159433,,0.018052171203373574,0.018052171203373574,tumor,1.3028895559321045,0.851309948070318
1180,ENSG00000093009.11,ENSG00000093009,,0.018047543323154846,0.018047543323154846,tumor,2.446176035907776,1.6091168306481802
1181,ENSG00000114686.9,ENSG00000114686,,-0.017986085262851417,0.017986085262851417,normal,6.275227436981352,0.7607177598973551
1182,ENSG00000141052.18,ENSG00000141052,,-0.017932953041884952,0.017932953041884952,normal,1.0833620637562413,1.2789906467291954
1183,ENSG00000070423.18,ENSG00000070423,,-0.0179307508847711,0.0179307508847711,normal,4.8166483786311245,0.7241980713860083
1184,ENSG00000217930.8,ENSG00000217930,,-0.01790725453806026,0.01790725453806026,normal,1.9587788371430626,0.7474923808488029
1185,ENSG00000140525.19,ENSG00000140525,,0.017897407475052446,0.017897407475052446,tumor,2.3398259229494074,1.1950614702045055
1186,ENSG00000129235.11,ENSG00000129235,,-0.01787074260119307,0.01787074260119307,normal,4.997859184280143,0.8416835268311909
1187,ENSG00000027869.12,ENSG00000027869,,-0.017791521654583767,0.017791521654583767,normal,2.3385734908553295,1.1904984056454704
1188,ENSG00000094804.12,ENSG00000094804,,0.017773730023299687,0.017773730023299687,tumor,2.5690446696881795,1.5862239850118276
1189,ENSG00000143106.13,ENSG00000143106,,-0.017733264517416053,0.017733264517416053,normal,5.451899600362674,0.6562793480055641
1190,ENSG00000100416.15,ENSG00000100416,,-0.01767796548596502,0.01767796548596502,normal,2.9847487318553867,0.6695290530168491
1191,ENSG00000149257.16,ENSG00000149257,,0.01765093098460847,0.01765093098460847,tumor,6.271705260012098,1.1923043221236873
1192,ENSG00000092009.10,ENSG00000092009,,-0.017634756981078695,0.017634756981078695,normal,0.9950222395271479,1.1878071879527294
1193,ENSG00000164188.9,ENSG00000164188,,-0.01758991615447677,0.01758991615447677,normal,1.6603794816281623,1.71011454128831
1194,ENSG00000122420.10,ENSG00000122420,,0.017377583632854226,0.017377583632854226,tumor,1.4206242381911547,1.312655082154189
1195,ENSG00000120738.8,ENSG00000120738,,0.01733651500350201,0.01733651500350201,tumor,7.944247551572333,1.994405342994923
1196,ENSG00000143630.10,ENSG00000143630,,0.01732923946598511,0.01732923946598511,tumor,1.9894770396285937,0.8043839674745324
1197,ENSG00000117791.16,ENSG00000117791,,-0.01728043496106447,0.01728043496106447,normal,4.765534913739672,1.3825211845231538
1198,ENSG00000170779.11,ENSG00000170779,,0.017248610607389466,0.017248610607389466,tumor,3.769651380740628,1.2617879413355737
